SUITE,TIME,INITIAL,TIME-INITIAL,TIME-INITIAL-TOOK1,ENSEMBLE,RESOLUTION,NODES,JOB_SUBMIT_TIME,JOB_INIT_TIME,JOB_EXIT_TIME,JOB_STATUS,JOB_ID,JOB_PID,TOOK
u-ch427-n96-start-paper-07, 69.899 ,14.44,,,7,,31,2022-06-21T22:54:22Z,2022-06-21T22:59:29Z,2022-06-21T23:01:24Z,SUCCEEDED,1890568,212433,0.727
u-ch427-n96-start-paper-08, 71.402 ,13.29,,,8,,35,2022-06-21T22:54:40Z,2022-06-21T23:01:59Z,2022-06-21T23:04:10Z,SUCCEEDED,1890570,38108,1.136
u-ch427-n96-start-paper-09, 78.529 ,20.15,,,9,,39,2022-06-21T22:55:15Z,2022-06-21T23:01:59Z,2022-06-21T23:04:11Z,SUCCEEDED,1890573,90614,0.709
u-ch427-n96-start-paper-10, 70.684 ,14.07,,,10,,43,2022-06-21T22:55:29Z,2022-06-21T23:05:17Z,2022-06-21T23:07:17Z,SUCCEEDED,1890574,54891,0.738
u-ch427-n96-start-paper-100, 877.070 ,89.11,,,100,,403,2022-06-15T13:39:44Z,2022-06-15T16:10:56Z,2022-06-15T16:32:46Z,SUCCEEDED,1825850,57785,37.730
u-ch427-n96-start-paper-11, 74.832 ,15.87,,,11,,47,2022-06-21T22:55:49Z,2022-06-21T23:26:10Z,2022-06-21T23:28:17Z,SUCCEEDED,1890576,182038,0.795
u-ch427-n96-start-paper-12, 83.631 ,15.98,,,12,,51,2022-06-21T23:26:14Z,2022-06-21T23:48:31Z,2022-06-21T23:50:49Z,SUCCEEDED,1890642,85897,0.772
u-ch427-n96-start-paper-13, 64.053 ,12.33,,,3,,15,2022-06-21T23:26:26Z,2022-06-21T23:26:52Z,2022-06-21T23:28:16Z,SUCCEEDED,1890643,214163,0.628
u-ch427-n96-start-paper-14, 65.983 ,12.70,,,4,,19,2022-06-21T23:26:45Z,2022-06-21T23:44:24Z,2022-06-21T23:45:51Z,SUCCEEDED,1890644,121130,0.711
u-ch427-n96-start-paper-15, 74.351 ,12.99,,,5,,23,2022-06-21T23:27:07Z,2022-06-21T23:49:19Z,2022-06-21T23:51:15Z,SUCCEEDED,1890647,257531,0.664
u-ch427-n96-start-paper-16, 68.985 ,13.67,,,6,,27,2022-06-21T23:02:19Z,2022-06-21T23:05:17Z,2022-06-21T23:07:09Z,SUCCEEDED,1890585,239239,0.688
u-ch427-n96-start-paper-17, 68.584 ,14.01,,,7,,31,2022-06-21T22:27:23Z,2022-06-21T22:51:24Z,2022-06-21T22:53:17Z,SUCCEEDED,1890464,208361,0.693
u-ch427-n96-start-paper-18, 85.521 ,13.23,,,8,,35,2022-06-21T23:27:53Z,2022-06-21T23:51:41Z,2022-06-21T23:53:54Z,SUCCEEDED,1890648,167549,0.719
u-ch427-n96-start-paper-19, 66.798 ,14.06,,,9,,39,2022-06-21T23:28:19Z,2022-06-21T23:57:35Z,2022-06-21T23:59:31Z,SUCCEEDED,1890650,194232,0.742
u-ch427-n96-start-paper-20, 108.105 ,19.04,,,20,,83,2022-06-21T23:03:28Z,2022-06-21T23:17:09Z,2022-06-21T23:20:24Z,SUCCEEDED,1890587,213936,1.838
u-ch427-n96-start-paper-21, 109.577 ,19.84,,,21,,87,2022-06-21T23:03:46Z,2022-06-21T23:56:54Z,2022-06-22T00:00:13Z,SUCCEEDED,1890589,150236,3.269
u-ch427-n96-start-paper-22, 131.587 ,38.15,,,22,,91,2022-06-21T22:33:57Z,2022-06-21T23:21:17Z,2022-06-21T23:25:00Z,SUCCEEDED,1890468,232122,4.167
u-ch427-n96-start-paper-23, 71.499 ,14.70,,,3,,15,2022-06-21T23:04:17Z,2022-06-21T23:11:57Z,2022-06-21T23:13:30Z,SUCCEEDED,1890590,146601,0.663
u-ch427-n96-start-paper-24, 67.259 ,12.75,,,4,,19,2022-06-21T23:04:35Z,2022-06-21T23:14:34Z,2022-06-21T23:16:03Z,SUCCEEDED,1890591,197951,0.648
u-ch427-n96-start-paper-25, 66.442 ,13.05,,,5,,23,2022-06-21T23:34:53Z,2022-06-21T23:56:54Z,2022-06-21T23:58:46Z,SUCCEEDED,1890704,199570,0.642
u-ch427-n96-start-paper-26, 83.029 ,13.42,,,6,,27,2022-06-21T23:35:06Z,2022-06-22T00:01:05Z,2022-06-22T00:03:11Z,SUCCEEDED,1890705,237035,0.728
u-ch427-n96-start-paper-27, 76.102 ,14.04,,,7,,31,,,,,,,0.701
u-ch427-n96-start-paper-28, 70.908 ,14.24,,,8,,35,2022-06-21T22:24:26Z,2022-06-21T22:48:59Z,2022-06-21T22:50:56Z,SUCCEEDED,1890457,222936,0.710
u-ch427-n96-start-paper-29,,,,,9,,39,,,,,,,
u-ch427-n96-start-paper-30,,,,,30,,123,,,,,,,
u-ch427-n96-start-paper-50, 273.078 ,51.48,,,50,,203,2022-06-15T16:48:54Z,2022-06-15T17:50:43Z,2022-06-15T17:58:11Z,SUCCEEDED,1827273,149960,3.119
u-ch427-n96-start-paper-97, 613.343 ,92.67,,,97,,391,2022-06-16T05:53:23Z,2022-06-16T21:06:43Z,2022-06-16T21:24:58Z,SUCCEEDED,1830242,131984,18.878
u-ch427-n96-start-paper-98, 903.709 ,73.88,,,98,,395,2022-06-16T05:53:24Z,2022-06-16T21:19:38Z,2022-06-16T21:42:34Z,SUCCEEDED,1830245,209561,20.389
u-ch427-n96-start-paper-99, 930.802 ,89.13,,,99,,399,2022-06-16T05:53:20Z,2022-06-16T18:33:34Z,2022-06-16T18:57:00Z,SUCCEEDED,1830237,116932,18.008
u-ch427-n96-start-paper-ms-00, 70.478 ,11.82,,,2,,11,2022-06-18T18:20:06Z,2022-06-18T18:20:22Z,2022-06-18T18:21:54Z,SUCCEEDED,1864481,130761,0.665
u-ch427-n96-start-paper-prec-00, 62.563 ,11.36,,,2,,11,2022-06-18T18:07:14Z,2022-06-18T18:08:23Z,2022-06-18T18:09:44Z,SUCCEEDED,1864255,212727,0.605
u-ch427-n96-start-paper-x0-00, 59.571 ,10.49,,,0,,7,2022-06-15T15:06:22Z,2022-06-15T15:07:02Z,2022-06-15T15:08:15Z,SUCCEEDED,1826538,228620,0.527
u-ch427-n96-start-paper-x0-01, 61.365 ,9.53,,,1,,7,2022-06-15T15:06:37Z,2022-06-15T15:07:02Z,2022-06-15T15:08:30Z,SUCCEEDED,1826539,57673,0.593
u-ch427-n96-start-paper-x0-02, 63.755 ,11.65,,,2,,11,2022-06-15T20:16:58Z,2022-06-15T20:23:05Z,2022-06-15T20:24:37Z,SUCCEEDED,1828117,5372,0.605
u-ch427-n96-start-paper-x0-03, 66.494 ,12.49,,,3,,15,2022-06-15T20:17:06Z,2022-06-15T20:27:07Z,2022-06-15T20:28:46Z,SUCCEEDED,1828118,30623,0.704
u-ch427-n96-start-paper-x0-04, 67.676 ,12.56,,,4,,19,2022-06-15T20:17:18Z,2022-06-15T20:19:06Z,2022-06-15T20:20:46Z,SUCCEEDED,1828121,181503,0.650
u-ch427-n96-start-paper-x0-05, 66.000 ,13.00,,,5,,23,2022-06-15T20:17:29Z,2022-06-15T20:20:09Z,2022-06-15T20:22:07Z,SUCCEEDED,1828122,132818,0.654
u-ch427-n96-start-paper-x0-06, 69.125 ,13.37,,,6,,27,2022-06-15T20:17:39Z,2022-06-15T20:33:57Z,2022-06-15T20:36:03Z,SUCCEEDED,1828123,19531,0.917
u-ch427-n96-start-paper-x0-07, 74.081 ,13.57,,,7,,31,2022-06-15T20:22:55Z,2022-06-15T20:44:37Z,2022-06-15T20:46:49Z,SUCCEEDED,1828138,132216,0.696
u-ch427-n96-start-paper-x0-08, 73.699 ,14.00,,,8,,35,2022-06-15T20:23:00Z,2022-06-15T21:21:35Z,2022-06-15T21:23:48Z,SUCCEEDED,1828139,232230,0.873
u-ch427-n96-start-paper-x0-09, 76.161 ,14.58,,,9,,39,2022-06-15T20:23:10Z,2022-06-15T21:42:01Z,2022-06-15T21:44:18Z,SUCCEEDED,1828140,93049,0.978
u-ch427-n96-start-paper-x0-10, 79.217 ,13.81,,,10,,43,2022-06-15T15:11:59Z,2022-06-15T15:13:04Z,2022-06-15T15:15:25Z,SUCCEEDED,1826581,127661,1.102
u-ch427-n96-start-paper-x0-100, 905.889 ,86.23,,,100,,403,2022-06-15T15:07:56Z,2022-06-15T17:12:54Z,2022-06-15T17:35:25Z,SUCCEEDED,1826547,84597,37.190
u-ch427-n96-start-paper-x0-11,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-12,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-13,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-14,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-15,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-16,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-17,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-18,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-19,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-20, 117.413 ,19.67,,,20,,83,2022-06-15T15:07:09Z,2022-06-15T15:08:01Z,2022-06-15T15:11:35Z,SUCCEEDED,1826542,126623,4.900
u-ch427-n96-start-paper-x0-21,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-22,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-23,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-24,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-25,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-26,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-27,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-28,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-29,,,,,,,,,,,,,,
u-ch427-n96-start-paper-x0-30, 169.728 ,39.96,,,30,,123,2022-06-15T15:07:24Z,2022-06-15T15:12:05Z,2022-06-15T15:17:10Z,SUCCEEDED,1826543,224646,2.168
u-ch427-n96-start-paper-x0-50, 280.340 ,50.45,,,50,,203,2022-06-15T15:07:38Z,2022-06-15T15:26:00Z,2022-06-15T15:34:08Z,SUCCEEDED,1826544,248373,3.592
u-ch427-n96-start-paper-x0-97, 642.506 ,87.29,,,97,,391,2022-06-18T21:17:03Z,2022-06-19T12:38:40Z,2022-06-19T12:57:16Z,SUCCEEDED,1866121,169444,19.378
u-ch427-n96-start-paper-x0-98, 942.621 ,87.20,,,98,,395,2022-06-18T21:14:01Z,2022-06-19T11:34:34Z,2022-06-19T11:57:50Z,SUCCEEDED,1866088,117951,17.360
u-ch427-n96-start-paper-x0-99, 967.407 ,89.63,,,99,,399,2022-06-18T21:15:37Z,2022-06-19T11:10:33Z,2022-06-19T11:34:06Z,SUCCEEDED,1866110,90372,17.599
u-ch427-n96-start-paper-x0-prec-00, 66.253 ,12.09,,,2,,11,2022-06-18T18:06:29Z,2022-06-18T18:07:14Z,2022-06-18T18:08:48Z,SUCCEEDED,1864243,130572,0.613
u-ch427-n96-template-start, 63.404 ,11.86,,,1,,5,2022-05-27T17:43:18Z,2022-05-27T17:43:29Z,2022-05-27T17:44:46Z,SUCCEEDED,1620405,30845,0.551
u-ch427-n96-template-start-00, 65.854 ,11.84,,,1,,5,2022-02-14T20:26:59Z,2022-02-14T20:27:08Z,2022-02-14T20:28:30Z,SUCCEEDED,1116066,238558,2.236
u-ch427-n96-template-start-all, 76.811 ,15.43,,,1,,5,2022-02-19T15:33:01Z,2022-02-19T15:33:08Z,2022-02-19T15:34:46Z,SUCCEEDED,1136242,87586,2.160
u-ch427-n96-template-start-all2, 82.661 ,14.22,,,1,,5,2022-02-25T17:27:49Z,2022-02-25T17:27:56Z,2022-02-25T17:29:40Z,SUCCEEDED,1160100,200593,1.596
u-ch427-n96-template-start-paper, 64.575 ,11.48,,,2,,11,2022-06-20T22:51:40Z,2022-06-20T23:03:29Z,2022-06-20T23:04:52Z,SUCCEEDED,1878907,207703,0.605
u-ch427-n96-template-start-paper-00, 68.597 ,11.32,,,2,,11,2022-06-18T17:10:06Z,2022-06-18T17:10:34Z,2022-06-18T17:12:01Z,SUCCEEDED,1863309,90221,0.611
u-ch427-n96-template-start-paper-ms, 67.865 ,12.15,,,2,,11,2022-06-20T22:52:33Z,2022-06-20T23:09:23Z,2022-06-20T23:10:51Z,SUCCEEDED,1878914,63617,0.667
u-ch427-n96-template-start-paper-ms-00, 69.148 ,12.15,,,2,,11,2022-06-18T00:16:06Z,2022-06-18T00:16:17Z,2022-06-18T00:17:46Z,SUCCEEDED,1846173,158857,0.666
u-ch427-n96-template-start-paper-prec, 62.973 ,11.14,,,2,,11,2022-06-20T22:52:08Z,2022-06-20T23:08:25Z,2022-06-20T23:09:47Z,SUCCEEDED,1878911,13269,0.612
u-ch427-n96-template-start-paper-prec-00, 63.914 ,11.74,,,2,,11,2022-06-18T14:11:28Z,2022-06-18T14:11:48Z,2022-06-18T14:13:10Z,SUCCEEDED,1859851,210995,0.601
u-ch427-n96-template-start-paper-x0, 63.898 ,11.24,,,2,,11,2022-06-20T22:51:49Z,2022-06-20T23:05:29Z,2022-06-20T23:07:04Z,SUCCEEDED,1878908,223384,0.605
u-ch427-n96-template-start-paper-x-00, 62.432 ,11.80,,,2,,11,2022-06-14T23:42:21Z,2022-06-14T23:42:50Z,2022-06-14T23:44:09Z,SUCCEEDED,1821949,224767,0.538
u-ch427-n96-template-start-paper-x0-00, 64.935 ,11.60,,,2,,11,2022-06-15T00:41:05Z,2022-06-15T00:41:35Z,2022-06-15T00:43:08Z,SUCCEEDED,1822196,72382,0.621
u-ch427-n96-template-start-paper-x0-prec, 64.010 ,11.72,,,2,,11,2022-06-20T22:52:20Z,2022-06-20T23:08:25Z,2022-06-20T23:09:57Z,SUCCEEDED,1878913,212980,0.605
u-ch427-n96-template-start-paper-x0-prec-00, 64.982 ,11.55,,,2,,11,2022-06-18T12:44:43Z,2022-06-18T12:48:29Z,2022-06-18T12:50:00Z,SUCCEEDED,1858029,31775,0.820
u-ch427-n96-template-start-paper-x5, 65.031 ,11.84,,,2,,11,2022-06-20T22:51:56Z,2022-06-20T23:07:26Z,2022-06-20T23:09:01Z,SUCCEEDED,1878910,238610,0.760
u-ch427-n96-template-start-paper-x5-00, 71.062 ,11.51,,,2,,11,2022-06-15T16:58:17Z,2022-06-15T16:59:56Z,2022-06-15T17:01:36Z,SUCCEEDED,1827300,133529,0.605
u-ch427-n96-xml-temp, 62.727 ,11.86,,,5,,21,2022-06-16T21:40:40Z,2022-06-16T21:40:51Z,2022-06-16T21:42:32Z,SUCCEEDED,1834885,104156,0.530
u-ch427-n96-xml-temp10, 61.383 ,12.63,,,3,,13,2022-06-16T21:45:51Z,2022-06-16T21:54:27Z,2022-06-16T21:55:44Z,SUCCEEDED,1834904,171748,0.545
u-ch427-n96-xml-temp11, 62.662 ,13.68,,,3,,13,2022-06-16T21:46:09Z,2022-06-16T21:55:54Z,2022-06-16T21:57:13Z,SUCCEEDED,1834917,73297,0.528
u-ch427-n96-xml-temp12, 62.562 ,13.74,,,3,,13,2022-06-16T21:46:33Z,2022-06-16T21:57:26Z,2022-06-16T21:58:43Z,SUCCEEDED,1834922,42258,0.532
u-ch427-n96-xml-temp13, 59.920 ,11.46,,,2,,9,2022-06-16T21:46:55Z,2022-06-16T21:47:03Z,2022-06-16T21:48:17Z,SUCCEEDED,1834923,199368,0.527
u-ch427-n96-xml-temp14,,,,,2,,9,2022-06-16T21:47:18Z,2022-06-16T21:48:33Z,2022-06-16T22:08:53Z,E,1834924,215084,
u-ch427-n96-xml-temp15,,,,,2,,9,2022-06-16T21:47:43Z,2022-06-16T21:54:27Z,2022-06-16T21:54:51Z,E,1834925,185190,
u-ch427-n96-xml-temp16, 65.996 ,14.52,,,3,,13,2022-06-17T22:29:39Z,2022-06-17T22:29:51Z,2022-06-17T22:31:11Z,SUCCEEDED,1844944,94590,0.530
u-ch427-n96-xml-temp17, 63.969 ,14.66,,,3,,13,2022-06-17T23:08:44Z,2022-06-17T23:08:54Z,2022-06-17T23:10:11Z,SUCCEEDED,1845380,128891,0.529
u-ch427-n96-xml-temp18,,,,,3,,13,2022-06-17T23:09:05Z,2022-06-17T23:09:15Z,2022-06-17T23:09:40Z,E,1845389,58931,
u-ch427-n96-xml-temp19, 59.618 ,13.57,,,3,,13,2022-06-17T23:09:20Z,2022-06-17T23:09:51Z,2022-06-17T23:11:04Z,SUCCEEDED,1845392,95109,0.526
u-ch427-n96-xml-temp2, 61.680 ,12.03,,,5,,21,2022-06-16T21:42:44Z,2022-06-16T21:42:55Z,2022-06-16T21:44:35Z,SUCCEEDED,1834894,120184,0.528
u-ch427-n96-xml-temp20, 64.161 ,14.40,,,3,,13,2022-06-18T23:41:59Z,2022-06-18T23:42:08Z,2022-06-18T23:43:28Z,SUCCEEDED,1866927,42407,0.528
u-ch427-n96-xml-temp21, 64.806 ,14.67,,,3,,13,2022-06-21T22:58:17Z,2022-06-21T22:58:28Z,2022-06-21T22:59:48Z,SUCCEEDED,1890580,218899,0.528
u-ch427-n96-xml-temp22,,,,,3,,13,2022-06-22T12:27:41Z,2022-06-22T12:27:52Z,2022-06-22T12:28:23Z,E,1893592,23448,
u-ch427-n96-xml-temp23,,,,,3,,13,2022-06-22T23:21:00Z,2022-06-22T23:21:08Z,2022-06-22T23:21:36Z,E,1897495,30280,
u-ch427-n96-xml-temp24, 64.533 ,14.17,,,3,,13,2022-06-21T23:41:49Z,2022-06-21T23:41:59Z,2022-06-21T23:43:17Z,SUCCEEDED,1890719,125185,0.536
u-ch427-n96-xml-temp25, 65.591 ,15.05,,,3,,13,2022-06-23T00:59:41Z,2022-06-23T00:59:49Z,2022-06-23T01:01:09Z,SUCCEEDED,1897754,122777,0.528
u-ch427-n96-xml-temp26,,,,,3,,13,2022-06-23T01:00:04Z,2022-06-23T01:00:13Z,2022-06-23T01:00:40Z,E,1897755,156558,
u-ch427-n96-xml-temp27, 63.437 ,14.76,,,3,,13,2022-06-21T23:43:00Z,2022-06-21T23:43:30Z,2022-06-21T23:44:58Z,SUCCEEDED,1890725,241652,0.528
u-ch427-n96-xml-temp28,,,,,3,,13,2022-06-21T23:43:11Z,2022-06-21T23:43:36Z,2022-06-21T23:44:07Z,E,1890726,238586,
u-ch427-n96-xml-temp29, 65.038 ,14.47,,,3,,13,2022-06-23T00:12:00Z,2022-06-23T00:12:09Z,2022-06-23T00:13:28Z,SUCCEEDED,1897625,53869,0.530
u-ch427-n96-xml-temp3, 62.546 ,12.33,,,5,,21,2022-06-16T21:43:02Z,2022-06-16T21:44:49Z,2022-06-16T21:46:30Z,SUCCEEDED,1834895,136137,0.538
u-ch427-n96-xml-temp30, 59.763 ,13.51,,,3,,13,2022-06-23T00:12:09Z,2022-06-23T00:12:17Z,2022-06-23T00:13:31Z,SUCCEEDED,1897626,102597,0.534
u-ch427-n96-xml-temp31, 66.521 ,14.39,,,3,,13,2022-06-23T00:12:20Z,2022-06-23T00:13:43Z,2022-06-23T00:15:05Z,SUCCEEDED,1897627,41658,0.526
u-ch427-n96-xml-temp32,,,,,3,,13,2022-06-23T00:23:41Z,2022-06-23T00:23:50Z,2022-06-23T00:24:16Z,E,1897656,71251,
u-ch427-n96-xml-temp33,,,,,3,,13,2022-06-23T12:46:19Z,2022-06-23T12:46:31Z,,,1900758,221867,
u-ch427-n96-xml-temp34,,,,,3,,13,2022-06-23T00:24:02Z,2022-06-23T00:24:27Z,2022-06-23T00:24:53Z,E,1897658,59019,
u-ch427-n96-xml-temp35, 65.311 ,15.28,,,3,,13,2022-06-23T02:04:41Z,2022-06-23T02:04:50Z,2022-06-23T02:06:10Z,SUCCEEDED,1897907,165602,0.527
u-ch427-n96-xml-temp4, 61.365 ,12.19,,,5,,21,2022-06-16T21:48:27Z,2022-06-16T21:58:53Z,2022-06-16T22:00:34Z,SUCCEEDED,1834926,201170,0.535
u-ch427-n96-xml-temp5, 79.146 ,30.66,,,5,,21,2022-06-16T21:43:48Z,2022-06-16T21:46:41Z,2022-06-16T21:48:35Z,SUCCEEDED,1834897,70366,0.530
u-ch427-n96-xml-temp6, 62.036 ,12.02,,,5,,21,2022-06-16T21:44:10Z,2022-06-16T21:48:48Z,2022-06-16T21:50:29Z,SUCCEEDED,1834900,152662,0.530
u-ch427-n96-xml-temp7, 64.881 ,15.26,,,5,,21,2022-06-16T21:49:38Z,2022-06-16T22:00:50Z,2022-06-16T22:02:31Z,SUCCEEDED,1834928,216877,0.589
u-ch427-n96-xml-temp8, 65.548 ,15.11,,,5,,21,2022-06-17T18:50:01Z,2022-06-17T18:50:12Z,2022-06-17T18:51:54Z,SUCCEEDED,1843434,35248,0.529
u-ch427-n96-xml-temp9, 64.705 ,15.35,,,5,,21,2022-06-16T21:45:28Z,2022-06-16T21:52:38Z,2022-06-16T21:54:17Z,SUCCEEDED,1834903,56873,0.544
u-ch972,,,,,,,,,,,,,,
u-cl208, 577.741 ,9.81,,,,,4,2022-02-06T19:56:58Z,2022-02-06T19:57:08Z,2022-02-06T20:07:01Z,SUCCEEDED,1069293,132993,
x,,,,,,,,,,,,,,
